city,city_ascii,state_id,state_name,county_fips,county_name
Skyline,Skyline,AL,Alabama,1071,Jackson
Harrison,Harrison,IL,Illinois,17077,Jackson
Springport,Springport,MI,Michigan,26075,Jackson
McKee,McKee,KY,Kentucky,21109,Jackson
Parma,Parma,MI,Michigan,26075,Jackson
Blair,Blair,OK,Oklahoma,40065,Jackson
Section,Section,AL,Alabama,1071,Jackson
Swifton,Swifton,AR,Arkansas,5067,Jackson
Woodville,Woodville,AL,Alabama,1071,Jackson
Lake Tapawingo,Lake Tapawingo,MO,Missouri,29095,Jackson
Kadoka,Kadoka,SD,South Dakota,46071,Jackson
Medora,Medora,IN,Indiana,18071,Jackson
Pisgah,Pisgah,AL,Alabama,1071,Jackson
Greenwood,Greenwood,FL,Florida,12063,Jackson
Heron Lake,Heron Lake,MN,Minnesota,27063,Jackson
Vineyard Lake,Vineyard Lake,MI,Michigan,26075,Jackson
Hoyt,Hoyt,KS,Kansas,20085,Jackson
Foots Creek,Foots Creek,OR,Oregon,41029,Jackson
Lolita,Lolita,TX,Texas,48239,Jackson
Ava,Ava,IL,Illinois,17077,Jackson
Walden,Walden,CO,Colorado,8057,Jackson
Grand Tower,Grand Tower,IL,Illinois,17077,Jackson
Pendergrass,Pendergrass,GA,Georgia,13157,Jackson
Olustee,Olustee,OK,Oklahoma,40065,Jackson
Sabula,Sabula,IA,Iowa,19097,Jackson
Trail,Trail,OR,Oregon,41029,Jackson
Chatham,Chatham,LA,Louisiana,22049,Jackson
Makanda,Makanda,IL,Illinois,17077,Jackson
Merrillan,Merrillan,WI,Wisconsin,55053,Jackson
Alma Center,Alma Center,WI,Wisconsin,55053,Jackson
Melrose,Melrose,WI,Wisconsin,55053,Jackson
Prospect,Prospect,OR,Oregon,41029,Jackson
Taylor,Taylor,WI,Wisconsin,55053,Jackson
Coalton,Coalton,OH,Ohio,39079,Jackson
Alford,Alford,FL,Florida,12063,Jackson
Butte Falls,Butte Falls,OR,Oregon,41029,Jackson
Wimer,Wimer,OR,Oregon,41029,Jackson
Miles,Miles,IA,Iowa,19097,Jackson
Hodge,Hodge,LA,Louisiana,22049,Jackson
Vanderbilt,Vanderbilt,TX,Texas,48239,Jackson
Hanover,Hanover,MI,Michigan,26075,Jackson
Hixton,Hixton,WI,Wisconsin,55053,Jackson
Hytop,Hytop,AL,Alabama,1071,Jackson
Andrew,Andrew,IA,Iowa,19097,Jackson
Eldorado,Eldorado,OK,Oklahoma,40065,Jackson
Pleasant Groves,Pleasant Groves,AL,Alabama,1071,Jackson
Vallonia,Vallonia,IN,Indiana,18071,Jackson
Webster,Webster,NC,North Carolina,37099,Jackson
East Duke,East Duke,OK,Oklahoma,40065,Jackson
Dowell,Dowell,IL,Illinois,17077,Jackson
North Hodge,North Hodge,LA,Louisiana,22049,Jackson
Forest Hills,Forest Hills,NC,North Carolina,37099,Jackson
Sibley,Sibley,MO,Missouri,29095,Jackson
Grubbs,Grubbs,AR,Arkansas,5067,Jackson
Mayetta,Mayetta,KS,Kansas,20085,Jackson
Freetown,Freetown,IN,Indiana,18071,Jackson
Dutton,Dutton,AL,Alabama,1071,Jackson
Campbell Hill,Campbell Hill,IL,Illinois,17077,Jackson
Vergennes,Vergennes,IL,Illinois,17077,Jackson
East Hodge,East Hodge,LA,Louisiana,22049,Jackson
Langston,Langston,AL,Alabama,1071,Jackson
Talmo,Talmo,GA,Georgia,13157,Jackson
La Motte,La Motte,IA,Iowa,19097,Jackson
Dillsboro,Dillsboro,NC,North Carolina,37099,Jackson
Jacob City,Jacob City,FL,Florida,12063,Jackson
Campbell Station,Campbell Station,AR,Arkansas,5067,Jackson
La Ward,La Ward,TX,Texas,48239,Jackson
Campbellton,Campbellton,FL,Florida,12063,Jackson
Gorham,Gorham,IL,Illinois,17077,Jackson
Hatfield,Hatfield,WI,Wisconsin,55053,Jackson
Jacksonport,Jacksonport,AR,Arkansas,5067,Jackson
Paint Rock,Paint Rock,AL,Alabama,1071,Jackson
Okabena,Okabena,MN,Minnesota,27063,Jackson
Whiting,Whiting,KS,Kansas,20085,Jackson
Denison,Denison,KS,Kansas,20085,Jackson
Delia,Delia,KS,Kansas,20085,Jackson
Quitman,Quitman,LA,Louisiana,22049,Jackson
Tupelo,Tupelo,AR,Arkansas,5067,Jackson
Circleville,Circleville,KS,Kansas,20085,Jackson
Monmouth,Monmouth,IA,Iowa,19097,Jackson
Eros,Eros,LA,Louisiana,22049,Jackson
Martha,Martha,OK,Oklahoma,40065,Jackson
Springbrook,Springbrook,IA,Iowa,19097,Jackson
Netawaka,Netawaka,KS,Kansas,20085,Jackson
Cashiers,Cashiers,NC,North Carolina,37099,Jackson
Soldier,Soldier,KS,Kansas,20085,Jackson
St. Donatus,St. Donatus,IA,Iowa,19097,Jackson
Alpha,Alpha,MN,Minnesota,27063,Jackson
Bascom,Bascom,FL,Florida,12063,Jackson
Baldwin,Baldwin,IA,Iowa,19097,Jackson
Interior,Interior,SD,South Dakota,46071,Jackson
Fish Lake,Fish Lake,MN,Minnesota,27063,Jackson
Millston,Millston,WI,Wisconsin,55053,Jackson
Beedeville,Beedeville,AR,Arkansas,5067,Jackson
Amagon,Amagon,AR,Arkansas,5067,Jackson
Elmer,Elmer,OK,Oklahoma,40065,Jackson
Headrick,Headrick,OK,Oklahoma,40065,Jackson
Levasy,Levasy,MO,Missouri,29095,Jackson
Spragueville,Spragueville,IA,Iowa,19097,Jackson
Unity Village,Unity Village,MO,Missouri,29095,Jackson
Weldon,Weldon,AR,Arkansas,5067,Jackson
Wilder,Wilder,MN,Minnesota,27063,Jackson
Belvidere,Belvidere,SD,South Dakota,46071,Jackson
Glenville,Glenville,NC,North Carolina,37099,Jackson
Friendship,Friendship,OK,Oklahoma,40065,Jackson
Cottonwood,Cottonwood,SD,South Dakota,46071,Jackson
River Bend,River Bend,MO,Missouri,29095,Jackson
Joplin,Joplin,MO,Missouri,29097,Jasper
Carthage,Carthage,MO,Missouri,29097,Jasper
Newton,Newton,IA,Iowa,19099,Jasper
Webb City,Webb City,MO,Missouri,29097,Jasper
Carl Junction,Carl Junction,MO,Missouri,29097,Jasper
Jasper,Jasper,TX,Texas,48241,Jasper
Hardeeville,Hardeeville,SC,South Carolina,45053,Jasper
Rensselaer,Rensselaer,IN,Indiana,18073,Jasper
De Motte,De Motte,IN,Indiana,18073,Jasper
Ridgeland,Ridgeland,SC,South Carolina,45053,Jasper
Newton,Newton,IL,Illinois,17079,Jasper
Monticello,Monticello,GA,Georgia,13159,Jasper
Oronogo,Oronogo,MO,Missouri,29097,Jasper
Kirbyville,Kirbyville,TX,Texas,48241,Jasper
Colfax,Colfax,IA,Iowa,19099,Jasper
Carterville,Carterville,MO,Missouri,29097,Jasper
Monroe,Monroe,IA,Iowa,19099,Jasper
Evadale,Evadale,TX,Texas,48241,Jasper
Buna,Buna,TX,Texas,48241,Jasper
Prairie City,Prairie City,IA,Iowa,19099,Jasper
Bay Springs,Bay Springs,MS,Mississippi,28061,Jasper
Duquesne,Duquesne,MO,Missouri,29097,Jasper
Sarcoxie,Sarcoxie,MO,Missouri,29097,Jasper
Duenweg,Duenweg,MO,Missouri,29097,Jasper
Remington,Remington,IN,Indiana,18073,Jasper
Baxter,Baxter,IA,Iowa,19099,Jasper
Jasper,Jasper,MO,Missouri,29097,Jasper
Sam Rayburn,Sam Rayburn,TX,Texas,48241,Jasper
Wheatfield,Wheatfield,IN,Indiana,18073,Jasper
Airport Drive,Airport Drive,MO,Missouri,29097,Jasper
Sully,Sully,IA,Iowa,19099,Jasper
Heidelberg,Heidelberg,MS,Mississippi,28061,Jasper
Kellogg,Kellogg,IA,Iowa,19099,Jasper
Collegeville,Collegeville,IN,Indiana,18073,Jasper
Alba,Alba,MO,Missouri,29097,Jasper
Purcell,Purcell,MO,Missouri,29097,Jasper
Lynnville,Lynnville,IA,Iowa,19099,Jasper
Mingo,Mingo,IA,Iowa,19099,Jasper
Carytown,Carytown,MO,Missouri,29097,Jasper
Fidelity,Fidelity,MO,Missouri,29097,Jasper
Louin,Louin,MS,Mississippi,28061,Jasper
Ste. Marie,Ste. Marie,IL,Illinois,17079,Jasper
Shady Dale,Shady Dale,GA,Georgia,13159,Jasper
Willow Hill,Willow Hill,IL,Illinois,17079,Jasper
Asbury,Asbury,MO,Missouri,29097,Jasper
Browndell,Browndell,TX,Texas,48241,Jasper
Neck City,Neck City,MO,Missouri,29097,Jasper
Lambs Grove,Lambs Grove,IA,Iowa,19099,Jasper
Oakland Acres,Oakland Acres,IA,Iowa,19099,Jasper
Reasnor,Reasnor,IA,Iowa,19099,Jasper
Wheeler,Wheeler,IL,Illinois,17079,Jasper
Montrose,Montrose,MS,Mississippi,28061,Jasper
Avilla,Avilla,MO,Missouri,29097,Jasper
La Russell,La Russell,MO,Missouri,29097,Jasper
Brooklyn Heights,Brooklyn Heights,MO,Missouri,29097,Jasper
Hidalgo,Hidalgo,IL,Illinois,17079,Jasper
Reeds,Reeds,MO,Missouri,29097,Jasper
Waco,Waco,MO,Missouri,29097,Jasper
Yale,Yale,IL,Illinois,17079,Jasper
Rose Hill,Rose Hill,IL,Illinois,17079,Jasper
Valeria,Valeria,IA,Iowa,19099,Jasper
Portland,Portland,IN,Indiana,18075,Jay
Dunkirk,Dunkirk,IN,Indiana,18075,Jay
Redkey,Redkey,IN,Indiana,18075,Jay
Pennville,Pennville,IN,Indiana,18075,Jay
Bryant,Bryant,IN,Indiana,18075,Jay
Salamonia,Salamonia,IN,Indiana,18075,Jay
Jayuya,Jayuya,PR,Puerto Rico,72073,Jayuya
Hazlehurst,Hazlehurst,GA,Georgia,13161,Jeff Davis
Fort Davis,Fort Davis,TX,Texas,48243,Jeff Davis
Satilla,Satilla,GA,Georgia,13161,Jeff Davis
Denton,Denton,GA,Georgia,13161,Jeff Davis
Valentine,Valentine,TX,Texas,48243,Jeff Davis
Louisville,Louisville,KY,Kentucky,21111,Jefferson
Birmingham,Birmingham,AL,Alabama,1073,Jefferson
Lakewood,Lakewood,CO,Colorado,8059,Jefferson
Port Arthur,Port Arthur,TX,Texas,48245,Jefferson
Beaumont,Beaumont,TX,Texas,48245,Jefferson
Metairie,Metairie,LA,Louisiana,22051,Jefferson
Arvada,Arvada,CO,Colorado,8059,Jefferson
Hoover,Hoover,AL,Alabama,1073,Jefferson
Kenner,Kenner,LA,Louisiana,22051,Jefferson
Watertown,Watertown,NY,New York,36045,Jefferson
Pine Bluff,Pine Bluff,AR,Arkansas,5069,Jefferson
Dakota Ridge,Dakota Ridge,CO,Colorado,8059,Jefferson
Vestavia Hills,Vestavia Hills,AL,Alabama,1073,Jefferson
Ken Caryl,Ken Caryl,CO,Colorado,8059,Jefferson
Wheat Ridge,Wheat Ridge,CO,Colorado,8059,Jefferson
Marrero,Marrero,LA,Louisiana,22051,Jefferson
Jeffersontown,Jeffersontown,KY,Kentucky,21111,Jefferson
Bessemer,Bessemer,AL,Alabama,1073,Jefferson
Homewood,Homewood,AL,Alabama,1073,Jefferson
Columbine,Columbine,CO,Colorado,8059,Jefferson
Terrytown,Terrytown,LA,Louisiana,22051,Jefferson
Charles Town,Charles Town,WV,West Virginia,54037,Jefferson
Watertown,Watertown,WI,Wisconsin,55055,Jefferson
Trussville,Trussville,AL,Alabama,1073,Jefferson
Fort Atkinson,Fort Atkinson,WI,Wisconsin,55055,Jefferson
Arnold,Arnold,MO,Missouri,29099,Jefferson
Harvey,Harvey,LA,Louisiana,22051,Jefferson
Golden,Golden,CO,Colorado,8059,Jefferson
Mountain Brook,Mountain Brook,AL,Alabama,1073,Jefferson
Madison,Madison,IN,Indiana,18077,Jefferson
St. Matthews,St. Matthews,KY,Kentucky,21111,Jefferson
Estelle,Estelle,LA,Louisiana,22051,Jefferson
Steubenville,Steubenville,OH,Ohio,39081,Jefferson
Gretna,Gretna,LA,Louisiana,22051,Jefferson
Nederland,Nederland,TX,Texas,48245,Jefferson
Center Point,Center Point,AL,Alabama,1073,Jefferson
Shively,Shively,KY,Kentucky,21111,Jefferson
Groves,Groves,TX,Texas,48245,Jefferson
Mount Vernon,Mount Vernon,IL,Illinois,17081,Jefferson
Hueytown,Hueytown,AL,Alabama,1073,Jefferson
Gardendale,Gardendale,AL,Alabama,1073,Jefferson
River Ridge,River Ridge,LA,Louisiana,22051,Jefferson
Fort Drum,Fort Drum,NY,New York,36045,Jefferson
Irondale,Irondale,AL,Alabama,1073,Jefferson
Port Neches,Port Neches,TX,Texas,48245,Jefferson
Leeds,Leeds,AL,Alabama,1073,Jefferson
Festus,Festus,MO,Missouri,29099,Jefferson
Lyndon,Lyndon,KY,Kentucky,21111,Jefferson
Fairfield,Fairfield,IA,Iowa,19101,Jefferson
Fairfield,Fairfield,AL,Alabama,1073,Jefferson
Jefferson,Jefferson,LA,Louisiana,22051,Jefferson
Woodmere,Woodmere,LA,Louisiana,22051,Jefferson
Waggaman,Waggaman,LA,Louisiana,22051,Jefferson
Timberlane,Timberlane,LA,Louisiana,22051,Jefferson
Clay,Clay,AL,Alabama,1073,Jefferson
Port Townsend,Port Townsend,WA,Washington,53031,Jefferson
Pleasant Grove,Pleasant Grove,AL,Alabama,1073,Jefferson
Rigby,Rigby,ID,Idaho,16051,Jefferson
Madras,Madras,OR,Oregon,41031,Jefferson
Fultondale,Fultondale,AL,Alabama,1073,Jefferson
Harahan,Harahan,LA,Louisiana,22051,Jefferson
Forestdale,Forestdale,AL,Alabama,1073,Jefferson
Evergreen,Evergreen,CO,Colorado,8059,Jefferson
Fairmount,Fairmount,CO,Colorado,8059,Jefferson
Westwego,Westwego,LA,Louisiana,22051,Jefferson
Jefferson City,Jefferson City,TN,Tennessee,47089,Jefferson
Applewood,Applewood,CO,Colorado,8059,Jefferson
Jefferson,Jefferson,WI,Wisconsin,55055,Jefferson
Murphy,Murphy,MO,Missouri,29099,Jefferson
Middletown,Middletown,KY,Kentucky,21111,Jefferson
De Soto,De Soto,MO,Missouri,29099,Jefferson
Pinson,Pinson,AL,Alabama,1073,Jefferson
Lake Mills,Lake Mills,WI,Wisconsin,55055,Jefferson
Bridge City,Bridge City,LA,Louisiana,22051,Jefferson
Grayson Valley,Grayson Valley,AL,Alabama,1073,Jefferson
Punxsutawney,Punxsutawney,PA,Pennsylvania,42065,Jefferson
Tarrant,Tarrant,AL,Alabama,1073,Jefferson
Pevely,Pevely,MO,Missouri,29099,Jefferson
Barnhart,Barnhart,MO,Missouri,29099,Jefferson
Douglass Hills,Douglass Hills,KY,Kentucky,21111,Jefferson
Elmwood,Elmwood,LA,Louisiana,22051,Jefferson
Dandridge,Dandridge,TN,Tennessee,47089,Jefferson
Shepherdstown,Shepherdstown,WV,West Virginia,54037,Jefferson
Edgewater,Edgewater,CO,Colorado,8059,Jefferson
Avondale,Avondale,LA,Louisiana,22051,Jefferson
Ranson,Ranson,WV,West Virginia,54037,Jefferson
West Pleasant View,West Pleasant View,CO,Colorado,8059,Jefferson
Midfield,Midfield,AL,Alabama,1073,Jefferson
White Hall,White Hall,AR,Arkansas,5069,Jefferson
Toronto,Toronto,OH,Ohio,39081,Jefferson
Prospect,Prospect,KY,Kentucky,21111,Jefferson
Crystal City,Crystal City,MO,Missouri,29099,Jefferson
High Ridge,High Ridge,MO,Missouri,29099,Jefferson
Brookville,Brookville,PA,Pennsylvania,42065,Jefferson
Hurstbourne,Hurstbourne,KY,Kentucky,21111,Jefferson
Mount Olive,Mount Olive,AL,Alabama,1073,Jefferson
Argo,Argo,AL,Alabama,1073,Jefferson
Adamsville,Adamsville,AL,Alabama,1073,Jefferson
Imperial,Imperial,MO,Missouri,29099,Jefferson
Central Gardens,Central Gardens,TX,Texas,48245,Jefferson
Herculaneum,Herculaneum,MO,Missouri,29099,Jefferson
Crooked River Ranch,Crooked River Ranch,OR,Oregon,41031,Jefferson
Genesee,Genesee,CO,Colorado,8059,Jefferson
Wintersville,Wintersville,OH,Ohio,39081,Jefferson
Fairbury,Fairbury,NE,Nebraska,31095,Jefferson
Kimberly,Kimberly,AL,Alabama,1073,Jefferson
Hanover,Hanover,IN,Indiana,18077,Jefferson
Shannondale,Shannondale,WV,West Virginia,54037,Jefferson
Calcium,Calcium,NY,New York,36045,Jefferson
Waterloo,Waterloo,WI,Wisconsin,55055,Jefferson
Hillsboro,Hillsboro,MO,Missouri,29099,Jefferson
Carthage,Carthage,NY,New York,36045,Jefferson
White Pine,White Pine,TN,Tennessee,47089,Jefferson
Port Hadlock-Irondale,Port Hadlock-Irondale,WA,Washington,53031,Jefferson
Warm Springs,Warm Springs,OR,Oregon,41031,Jefferson
Warrior,Warrior,AL,Alabama,1073,Jefferson
Mingo Junction,Mingo Junction,OH,Ohio,39081,Jefferson
Johnson Creek,Johnson Creek,WI,Wisconsin,55055,Jefferson
Byrnes Mill,Byrnes Mill,MO,Missouri,29099,Jefferson
Indian Hills,Indian Hills,KY,Kentucky,21111,Jefferson
Graymoor-Devondale,Graymoor-Devondale,KY,Kentucky,21111,Jefferson
Louisville,Louisville,GA,Georgia,13163,Jefferson
Montana City,Montana City,MT,Montana,30043,Jefferson
Jean Lafitte,Jean Lafitte,LA,Louisiana,22051,Jefferson
Port Ludlow,Port Ludlow,WA,Washington,53031,Jefferson
Brockway,Brockway,PA,Pennsylvania,42065,Jefferson
Brighton,Brighton,AL,Alabama,1073,Jefferson
Reynoldsville,Reynoldsville,PA,Pennsylvania,42065,Jefferson
Cambridge,Cambridge,WI,Wisconsin,55055,Jefferson
Windy Hills,Windy Hills,KY,Kentucky,21111,Jefferson
Anchorage,Anchorage,KY,Kentucky,21111,Jefferson
Monticello,Monticello,FL,Florida,12065,Jefferson
Coal Creek,Coal Creek,CO,Colorado,8059,Jefferson
Ina,Ina,IL,Illinois,17081,Jefferson
Morris,Morris,AL,Alabama,1073,Jefferson
Fannett,Fannett,TX,Texas,48245,Jefferson
Lipscomb,Lipscomb,AL,Alabama,1073,Jefferson
Graysville,Graysville,AL,Alabama,1073,Jefferson
Clancy,Clancy,MT,Montana,30043,Jefferson
Wrens,Wrens,GA,Georgia,13163,Jefferson
West Carthage,West Carthage,NY,New York,36045,Jefferson
Ixonia,Ixonia,WI,Wisconsin,55055,Jefferson
Hurstbourne Acres,Hurstbourne Acres,KY,Kentucky,21111,Jefferson
Waurika,Waurika,OK,Oklahoma,40067,Jefferson
Lake Ripley,Lake Ripley,WI,Wisconsin,55055,Jefferson
Wadley,Wadley,GA,Georgia,13163,Jefferson
Cedar Hill,Cedar Hill,MO,Missouri,29099,Jefferson
Palmyra,Palmyra,WI,Wisconsin,55055,Jefferson
Culver,Culver,OR,Oregon,41031,Jefferson
Concord,Concord,AL,Alabama,1073,Jefferson
Worthington Hills,Worthington Hills,KY,Kentucky,21111,Jefferson
Redfield,Redfield,AR,Arkansas,5069,Jefferson
Rock Creek,Rock Creek,AL,Alabama,1073,Jefferson
LaBarque Creek,LaBarque Creek,MO,Missouri,29099,Jefferson
St. Regis Park,St. Regis Park,KY,Kentucky,21111,Jefferson
Sylvan Springs,Sylvan Springs,AL,Alabama,1073,Jefferson
Audubon Park,Audubon Park,KY,Kentucky,21111,Jefferson
Brilliant,Brilliant,OH,Ohio,39081,Jefferson
Grand Isle,Grand Isle,LA,Louisiana,22051,Jefferson
Fayette,Fayette,MS,Mississippi,28063,Jefferson
Indian Hills,Indian Hills,CO,Colorado,8059,Jefferson
Sackets Harbor,Sackets Harbor,NY,New York,36045,Jefferson
Adams Center,Adams Center,NY,New York,36045,Jefferson
New Market,New Market,TN,Tennessee,47089,Jefferson
Beechwood Village,Beechwood Village,KY,Kentucky,21111,Jefferson
Brookside,Brookside,AL,Alabama,1073,Jefferson
Maharishi Vedic City,Maharishi Vedic City,IA,Iowa,19101,Jefferson
Boulder,Boulder,MT,Montana,30043,Jefferson
Tiltonsville,Tiltonsville,OH,Ohio,39081,Jefferson
West Buechel,West Buechel,KY,Kentucky,21111,Jefferson
Barbourmeade,Barbourmeade,KY,Kentucky,21111,Jefferson
Black River,Black River,NY,New York,36045,Jefferson
Bevil Oaks,Bevil Oaks,TX,Texas,48245,Jefferson
China,China,TX,Texas,48245,Jefferson
Barataria,Barataria,LA,Louisiana,22051,Jefferson
Sulphur Springs,Sulphur Springs,AR,Arkansas,5069,Jefferson
Coldstream,Coldstream,KY,Kentucky,21111,Jefferson
Valley Falls,Valley Falls,KS,Kansas,20087,Jefferson
Whitehall,Whitehall,MT,Montana,30043,Jefferson
Great Bend,Great Bend,NY,New York,36045,Jefferson
Lake Koshkonong,Lake Koshkonong,WI,Wisconsin,55055,Jefferson
Horine,Horine,MO,Missouri,29099,Jefferson
Heritage Creek,Heritage Creek,KY,Kentucky,21111,Jefferson
Sykesville,Sykesville,PA,Pennsylvania,42065,Jefferson
Oskaloosa,Oskaloosa,KS,Kansas,20087,Jefferson
Northfield,Northfield,KY,Kentucky,21111,Jefferson
Alexandria Bay,Alexandria Bay,NY,New York,36045,Jefferson
Bolivar,Bolivar,WV,West Virginia,54037,Jefferson
Watterson Park,Watterson Park,KY,Kentucky,21111,Jefferson
Falls Creek,Falls Creek,PA,Pennsylvania,42065,Jefferson
Dexter,Dexter,NY,New York,36045,Jefferson
Aspen Park,Aspen Park,CO,Colorado,8059,Jefferson
Rolling Hills,Rolling Hills,KY,Kentucky,21111,Jefferson
Woodlawn Park,Woodlawn Park,KY,Kentucky,21111,Jefferson
Kittredge,Kittredge,CO,Colorado,8059,Jefferson
Ringling,Ringling,OK,Oklahoma,40067,Jefferson
Lynnview,Lynnview,KY,Kentucky,21111,Jefferson
Langdon Place,Langdon Place,KY,Kentucky,21111,Jefferson
Perry,Perry,KS,Kansas,20087,Jefferson
Bellemeade,Bellemeade,KY,Kentucky,21111,Jefferson
La Fargeville,La Fargeville,NY,New York,36045,Jefferson
Plantation,Plantation,KY,Kentucky,21111,Jefferson
McLouth,McLouth,KS,Kansas,20087,Jefferson
Fincastle,Fincastle,KY,Kentucky,21111,Jefferson
Minor,Minor,AL,Alabama,1073,Jefferson
Marrowstone,Marrowstone,WA,Washington,53031,Jefferson
Lafitte,Lafitte,LA,Louisiana,22051,Jefferson
Altheimer,Altheimer,AR,Arkansas,5069,Jefferson
Mulga,Mulga,AL,Alabama,1073,Jefferson
Hollow Creek,Hollow Creek,KY,Kentucky,21111,Jefferson
Menan,Menan,ID,Idaho,16051,Jefferson
Metolius,Metolius,OR,Oregon,41031,Jefferson
Smithfield,Smithfield,OH,Ohio,39081,Jefferson
Brinnon,Brinnon,WA,Washington,53031,Jefferson
Meriden,Meriden,KS,Kansas,20087,Jefferson
Blue Ridge Manor,Blue Ridge Manor,KY,Kentucky,21111,Jefferson
Meadow Vale,Meadow Vale,KY,Kentucky,21111,Jefferson
Olympian Village,Olympian Village,MO,Missouri,29099,Jefferson
Ryan,Ryan,OK,Oklahoma,40067,Jefferson
Green Spring,Green Spring,KY,Kentucky,21111,Jefferson
Edgewater,Edgewater,AL,Alabama,1073,Jefferson
Woodland Hills,Woodland Hills,KY,Kentucky,21111,Jefferson
Rome,Rome,WI,Wisconsin,55055,Jefferson
Seneca Gardens,Seneca Gardens,KY,Kentucky,21111,Jefferson
Adena,Adena,OH,Ohio,39081,Jefferson
Quilcene,Quilcene,WA,Washington,53031,Jefferson
Spring Valley,Spring Valley,KY,Kentucky,21111,Jefferson
Woodlawn,Woodlawn,IL,Illinois,17081,Jefferson
Ririe,Ririe,ID,Idaho,16051,Jefferson
Brownsboro Farm,Brownsboro Farm,KY,Kentucky,21111,Jefferson
South Hills,South Hills,MT,Montana,30043,Jefferson
Bluford,Bluford,IL,Illinois,17081,Jefferson
Sullivan,Sullivan,WI,Wisconsin,55055,Jefferson
Rolling Fields,Rolling Fields,KY,Kentucky,21111,Jefferson
Strathmoor Village,Strathmoor Village,KY,Kentucky,21111,Jefferson
Parkway Village,Parkway Village,KY,Kentucky,21111,Jefferson
Roberts,Roberts,ID,Idaho,16051,Jefferson
Ozawkie,Ozawkie,KS,Kansas,20087,Jefferson
Trafford,Trafford,AL,Alabama,1073,Jefferson
Bergholz,Bergholz,OH,Ohio,39081,Jefferson
Redwood,Redwood,NY,New York,36045,Jefferson
Nortonville,Nortonville,KS,Kansas,20087,Jefferson
Murray Hill,Murray Hill,KY,Kentucky,21111,Jefferson
Big Run,Big Run,PA,Pennsylvania,42065,Jefferson
Nome,Nome,TX,Texas,48245,Jefferson
Shenandoah Junction,Shenandoah Junction,WV,West Virginia,54037,Jefferson
Jefferson City,Jefferson City,MT,Montana,30043,Jefferson
Chaumont,Chaumont,NY,New York,36045,Jefferson
Wellington,Wellington,KY,Kentucky,21111,Jefferson
McDonald Chapel,McDonald Chapel,AL,Alabama,1073,Jefferson
Evans Mills,Evans Mills,NY,New York,36045,Jefferson
Hollyvilla,Hollyvilla,KY,Kentucky,21111,Jefferson
Batavia,Batavia,IA,Iowa,19101,Jefferson
Glenview,Glenview,KY,Kentucky,21111,Jefferson
Mountain View,Mountain View,CO,Colorado,8059,Jefferson
Baneberry,Baneberry,TN,Tennessee,47089,Jefferson
Winchester,Winchester,KS,Kansas,20087,Jefferson
Lewisville,Lewisville,ID,Idaho,16051,Jefferson
Bancroft,Bancroft,KY,Kentucky,21111,Jefferson
Summerville,Summerville,PA,Pennsylvania,42065,Jefferson
Houston Acres,Houston Acres,KY,Kentucky,21111,Jefferson
Amsterdam,Amsterdam,OH,Ohio,39081,Jefferson
Glen Park,Glen Park,NY,New York,36045,Jefferson
Riverwood,Riverwood,KY,Kentucky,21111,Jefferson
Forest Hills,Forest Hills,KY,Kentucky,21111,Jefferson
Norbourne Estates,Norbourne Estates,KY,Kentucky,21111,Jefferson
Wacissa,Wacissa,FL,Florida,12065,Jefferson
Richmond,Richmond,OH,Ohio,39081,Jefferson
Moorland,Moorland,KY,Kentucky,21111,Jefferson
Briarwood,Briarwood,KY,Kentucky,21111,Jefferson
Mount Pleasant,Mount Pleasant,OH,Ohio,39081,Jefferson
Dix,Dix,IL,Illinois,17081,Jefferson
Waltonville,Waltonville,IL,Illinois,17081,Jefferson
Morrison,Morrison,CO,Colorado,8059,Jefferson
Poplar Hills,Poplar Hills,KY,Kentucky,21111,Jefferson
West Jefferson,West Jefferson,AL,Alabama,1073,Jefferson
Mud Lake,Mud Lake,ID,Idaho,16051,Jefferson
Richlawn,Richlawn,KY,Kentucky,21111,Jefferson
Middleway,Middleway,WV,West Virginia,54037,Jefferson
Rayland,Rayland,OH,Ohio,39081,Jefferson
Stapleton,Stapleton,GA,Georgia,13163,Jefferson
Kingsley,Kingsley,KY,Kentucky,21111,Jefferson
Terral,Terral,OK,Oklahoma,40067,Jefferson
Norwood,Norwood,KY,Kentucky,21111,Jefferson
Bonnie,Bonnie,IL,Illinois,17081,Jefferson
Crenshaw,Crenshaw,PA,Pennsylvania,42065,Jefferson
Plymouth,Plymouth,NE,Nebraska,31095,Jefferson
Maytown,Maytown,AL,Alabama,1073,Jefferson
Old Brownsboro Place,Old Brownsboro Place,KY,Kentucky,21111,Jefferson
Irondale,Irondale,OH,Ohio,39081,Jefferson
Belle Rive,Belle Rive,IL,Illinois,17081,Jefferson
Corsica,Corsica,PA,Pennsylvania,42065,Jefferson
Libertyville,Libertyville,IA,Iowa,19101,Jefferson
Strathmoor Manor,Strathmoor Manor,KY,Kentucky,21111,Jefferson
Mannsville,Mannsville,NY,New York,36045,Jefferson
Felts Mills,Felts Mills,NY,New York,36045,Jefferson
Glenview Hills,Glenview Hills,KY,Kentucky,21111,Jefferson
Dupont,Dupont,IN,Indiana,18077,Jefferson
Bellewood,Bellewood,KY,Kentucky,21111,Jefferson
Brownsboro Village,Brownsboro Village,KY,Kentucky,21111,Jefferson
Helenville,Helenville,WI,Wisconsin,55055,Jefferson
